make,model,price_value,price_currency,year,engine,mileage_km,city,url
Toyota,Prius,21800.0,AZN,2019,1.8 L,168000,Bakı,https://turbo.az/autos/10562673-toyota-prius
Toyota,Highlander,62500.0,AZN,2021,2.5 L,39600,Bakı,https://turbo.az/autos/10579677-toyota-highlander
Mitsubishi,Mirage,14900.0,AZN,2021,1.2 L,128300,Bakı,https://turbo.az/autos/10185145-mitsubishi-mirage
LADA,(VAZ) Niva,17900.0,AZN,2021,1.7 L,44500,Bakı,https://turbo.az/autos/10620806-lada-vaz-niva
Xiaomi,YU7,105230.0,AZN,2025,,4800,Bakı,https://turbo.az/autos/10213110-xiaomi-yu7
BMW,528,29000.0,AZN,2012,2.0 L,220000,Bakı,https://turbo.az/autos/10563682-bmw-528
BMW,318,14600.0,AZN,2005,2.0 L,220000,Bakı,https://turbo.az/autos/10623209-bmw-318
Hyundai,Santa Fe,24300.0,AZN,2014,2.4 L,202000,Gəncə,https://turbo.az/autos/10632212-hyundai-santa-fe
Changan,Eado,16000.0,AZN,2015,1.6 L,54000,Bakı,https://turbo.az/autos/10620443-changan-eado
Ford,Transit,21000.0,AZN,2009,2.2 L,235000,Bakı,https://turbo.az/autos/10611688-ford-transit
BMW,i7,162860.0,AZN,2023,,28000,Bakı,https://turbo.az/autos/9755629-bmw-i7
CFMOTO,450 SR,10490.0,AZN,2025,0.5 L,0,Bakı,https://turbo.az/autos/9984283-cfmoto-450-sr
Changan,Deepal S05,43900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10172720-changan-deepal-s05
BMW,X7,175950.0,AZN,2023,3.0 L,55000,Bakı,https://turbo.az/autos/10415585-bmw-x7
Volkswagen,Magotan,44500.0,AZN,2022,1.4 L,85000,Bakı,https://turbo.az/autos/10484333-volkswagen-magotan
Land,Rover Discovery Sport,41500.0,AZN,2019,2.0 L,53000,Bakı,https://turbo.az/autos/10484834-land-rover-discovery-sport
Hyundai,Avante,10900.0,AZN,2008,1.6 L,341000,Bakı,https://turbo.az/autos/10607310-hyundai-avante
BMW,X6,35000.0,AZN,2012,3.0 L,123000,Bakı,https://turbo.az/autos/10620712-bmw-x6
Kia,Rio,12500.0,AZN,2010,1.5 L,260000,Bakı,https://turbo.az/autos/10624613-kia-rio
Toyota,Land Cruiser,42000.0,AZN,2011,4.0 L,152500,Bakı,https://turbo.az/autos/10629888-toyota-land-cruiser
Can-Am,Spyder RT,45050.0,AZN,2022,,12000,Bakı,https://turbo.az/autos/10630181-can-am-spyder-rt
Isuzu,Ecobus,35000.0,AZN,2012,4.5 L,800000,Sumqayıt,https://turbo.az/autos/10631664-isuzu-ecobus
Infiniti,FX35,18500.0,AZN,2008,3.5 L,230000,Sumqayıt,https://turbo.az/autos/10635691-infiniti-fx35
Kia,Rio,21500.0,AZN,2018,1.6 L,85000,Bakı,https://turbo.az/autos/10611664-kia-rio
Hyundai,Elantra,22500.0,AZN,2020,2.0 L,117482,Bakı,https://turbo.az/autos/10631411-hyundai-elantra
Hyundai,i30,14800.0,AZN,2011,1.6 L,228000,Qəbələ,https://turbo.az/autos/10528808-hyundai-i30
Saipa,Saina,9500.0,AZN,2022,1.5 L,178000,Sumqayıt,https://turbo.az/autos/10620816-saipa-saina
Hyundai,Elantra,18500.0,AZN,2013,1.8 L,250000,Bakı,https://turbo.az/autos/10626181-hyundai-elantra
Nissan,Patrol,130050.0,AZN,2023,4.0 L,57000,Bakı,https://turbo.az/autos/10588166-nissan-patrol
Ford,Transit,12500.0,AZN,2003,2.4 L,750000,Bakı,https://turbo.az/autos/10635683-ford-transit
JETOUR,Dashing,40900.0,AZN,2024,1.6 L,0,Bakı,https://turbo.az/autos/10059695-jetour-dashing
Mercedes,C 230,13300.0,AZN,2007,2.5 L,246000,Cəlilabad,https://turbo.az/autos/10635680-mercedes-c-230
Toyota,Highlander,83000.0,AZN,2023,2.5 L,22500,Bakı,https://turbo.az/autos/10564435-toyota-highlander
Land,Rover Range Rover,71300.0,AZN,2017,3.0 L,78600,Bakı,https://turbo.az/autos/10585367-land-rover-range-rover
Mercedes,GLE 400 e 4MATIC,146200.0,AZN,2023,2.0 L,19370,Bakı,https://turbo.az/autos/10601133-mercedes-gle-400-e-4matic
Bestune,T77,26000.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10426901-bestune-t77
Toyota,Camry,58000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10106568-toyota-camry
Toyota,Wildlander,63500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10585704-toyota-wildlander
BYD,Leopard 7,75500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10601514-byd-leopard-7
Toyota,Land Cruiser Prado,41500.0,AZN,2012,2.7 L,190000,Şamaxı,https://turbo.az/autos/10416761-toyota-land-cruiser-prado
Lynk,& Co 900,94500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10620966-lynk-co-900
Mercedes,C 250,23000.0,AZN,2014,1.8 L,185000,Bakı,https://turbo.az/autos/10614889-mercedes-c-250
Kia,Sportage,50900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10371758-kia-sportage
CFMOTO,CFORCE C5,13900.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10625408-cfmoto-cforce-c5
Land,Rover Discovery,40290.0,AZN,2017,2.0 L,245000,Bakı,https://turbo.az/autos/10411216-land-rover-discovery
BYD,Seal 05,23500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10004036-byd-seal-05
Kia,EV6,30900.0,AZN,2023,,66000,Bakı,https://turbo.az/autos/10477941-kia-ev6
Haval,H6,56900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10516396-haval-h6
Land,Rover RR Sport,51900.0,AZN,2016,3.0 L,66000,Bakı,https://turbo.az/autos/10525580-land-rover-rr-sport
BMW,530,38500.0,AZN,2017,2.0 L,206000,Bakı,https://turbo.az/autos/10552341-bmw-530
Hyundai,Sonata,21000.0,AZN,2013,2.4 L,160000,Gəncə,https://turbo.az/autos/10326471-hyundai-sonata
Kia,Sorento,20000.0,AZN,2009,2.4 L,183000,Bakı,https://turbo.az/autos/10558519-kia-sorento
Hyundai,Santa Fe,33700.0,AZN,2016,2.0 L,165000,Bakı,https://turbo.az/autos/10581016-hyundai-santa-fe
LADA,(VAZ) 2107,8200.0,AZN,2010,1.6 L,78000,Bakı,https://turbo.az/autos/10609037-lada-vaz-2107
Kia,Sorento,40000.0,AZN,2015,2.0 L,147000,Bakı,https://turbo.az/autos/10617445-kia-sorento
Chevrolet,Malibu,18000.0,AZN,2018,1.5 L,227000,Bakı,https://turbo.az/autos/10620860-chevrolet-malibu
LADA,(VAZ) 2107,6300.0,AZN,2007,1.6 L,350000,Salyan,https://turbo.az/autos/10622327-lada-vaz-2107
Hyundai,Sonata,15300.0,AZN,2009,2.0 L,330000,Sumqayıt,https://turbo.az/autos/10629767-hyundai-sonata
BYD,Seal 05,23500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10004036-byd-seal-05
Mercedes,ML 350 4MATIC,31999.0,AZN,2012,3.5 L,206324,Bakı,https://turbo.az/autos/10255255-mercedes-ml-350-4matic
Kia,Forte,22100.0,AZN,2020,2.0 L,110000,Bakı,https://turbo.az/autos/10614599-kia-forte
ZEEKR,001,72930.0,AZN,2024,,16084,Bakı,https://turbo.az/autos/10189850-zeekr-001
Ford,Transit,21500.0,AZN,2011,2.2 L,200000,Bakı,https://turbo.az/autos/10402616-ford-transit
Hyundai,Elantra,16500.0,AZN,2013,1.8 L,300000,Bakı,https://turbo.az/autos/10498927-hyundai-elantra
Toyota,Corolla Cross,42900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10479452-toyota-corolla-cross
Mercedes,E 200,40000.0,AZN,2015,2.0 L,97000,Bakı,https://turbo.az/autos/10594763-mercedes-e-200
Changan,Qiyuan Q05,29400.0,AZN,2024,1.5 L,32000,Bakı,https://turbo.az/autos/10634499-changan-qiyuan-q05
Infiniti,FX35,14500.0,AZN,2007,3.5 L,220000,Sumqayıt,https://turbo.az/autos/10635678-infiniti-fx35
Toyota,Aqua,14500.0,AZN,2015,1.5 L,224118,Xırdalan,https://turbo.az/autos/10623697-toyota-aqua
Kia,Sorento,23900.0,AZN,2010,2.0 L,190000,Xırdalan,https://turbo.az/autos/10483599-kia-sorento
Mitsubishi,L200,52000.0,AZN,2020,2.4 L,131440,Bakı,https://turbo.az/autos/10621854-mitsubishi-l200
Hyundai,Avante,17900.0,AZN,2016,1.6 L,186000,Bakı,https://turbo.az/autos/10611593-hyundai-avante
Suzuki,Baleno,31450.0,AZN,2024,1.5 L,0,Bakı,https://turbo.az/autos/8951793-suzuki-baleno
Hyundai,Elantra,21900.0,AZN,2018,2.0 L,114000,Xırdalan,https://turbo.az/autos/10574696-hyundai-elantra
Skoda,Rapid,13700.0,AZN,2019,1.4 L,166000,Bakı,https://turbo.az/autos/10627919-skoda-rapid
LADA,(VAZ) Niva,23500.0,AZN,2026,1.7 L,0,Bakı,https://turbo.az/autos/10550130-lada-vaz-niva
Bestune,T55,24500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10550007-bestune-t55
Hyundai,Accent,21500.0,AZN,2017,1.4 L,33500,Bakı,https://turbo.az/autos/10609656-hyundai-accent
Opel,Astra,12400.0,AZN,2007,1.3 L,259000,Bakı,https://turbo.az/autos/10609061-opel-astra
Land,Rover Range Rover,93500.0,AZN,2020,3.0 L,107000,Bakı,https://turbo.az/autos/10395975-land-rover-range-rover
Audi,A5,22500.0,AZN,2013,2.0 L,181500,Bakı,https://turbo.az/autos/10616432-audi-a5
GAZ,53,5900.0,AZN,1989,6.3 L,500000,Ağdam,https://turbo.az/autos/10519544-gaz-53
Mercedes,EQE 350+,104389.0,AZN,2024,,0,Bakı,https://turbo.az/autos/8849505-mercedes-eqe-350
BYD,Qin Plus,23999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9553808-byd-qin-plus
Seres,Aito M8,135830.0,AZN,2026,1.5 L,0,Sifarişlə,https://turbo.az/autos/10532067-seres-aito-m8
BMW,X7,132430.0,AZN,2021,3.0 L,51431,Bakı,https://turbo.az/autos/10545271-bmw-x7
BMW,X6,34800.0,AZN,2010,3.0 L,163000,Bakı,https://turbo.az/autos/10249554-bmw-x6
Kia,Forte,27600.0,AZN,2019,2.0 L,74000,Bakı,https://turbo.az/autos/10424808-kia-forte
Kia,K7,37500.0,AZN,2019,2.2 L,146000,Bakı,https://turbo.az/autos/10562090-kia-k7
Chevrolet,Traverse,45000.0,AZN,2022,3.6 L,155000,Bakı,https://turbo.az/autos/10577172-chevrolet-traverse
Hyundai,Santa Fe,39800.0,AZN,2018,2.0 L,151277,Bakı,https://turbo.az/autos/10586913-hyundai-santa-fe
Hyundai,i40,16900.0,AZN,2012,2.0 L,211000,Bakı,https://turbo.az/autos/10616419-hyundai-i40
Hyundai,Grandeur,67500.0,AZN,2023,1.6 L,80206,Bakı,https://turbo.az/autos/10622229-hyundai-grandeur
Hyundai,Tucson,27000.0,AZN,2018,2.4 L,104,Sumqayıt,https://turbo.az/autos/10634640-hyundai-tucson
Kia,Forte,22300.0,AZN,2016,2.0 L,202777,Bakı,https://turbo.az/autos/10598994-kia-forte
LADA,(VAZ) Niva,24500.0,AZN,2024,1.7 L,25000,Bakı,https://turbo.az/autos/10613287-lada-vaz-niva
BMW,530,38500.0,AZN,2017,2.0 L,206000,Bakı,https://turbo.az/autos/10552341-bmw-530
Land,Rover Defender,118660.0,AZN,2022,2.0 L,94000,Bakı,https://turbo.az/autos/10609190-land-rover-defender
Mercedes,G 63 AMG,86190.0,AZN,2013,5.5 L,147800,Bakı,https://turbo.az/autos/10490496-mercedes-g-63-amg
Land,Rover Defender,101660.0,AZN,2020,2.0 L,91000,Bakı,https://turbo.az/autos/10608530-land-rover-defender
Hyundai,Tucson,25500.0,AZN,2016,1.6 L,191512,Bakı,https://turbo.az/autos/10598975-hyundai-tucson
Chevrolet,Express,82450.0,AZN,2009,5.3 L,27359,Bakı,https://turbo.az/autos/10470506-chevrolet-express
Mazda,CX-90,118900.0,AZN,2026,3.3 L,0,Sifarişlə,https://turbo.az/autos/10600910-mazda-cx-90
Lexus,ES 300h,62000.0,AZN,2022,2.5 L,96112,Bakı,https://turbo.az/autos/10094711-lexus-es-300h
Mercedes,G 63 AMG,125290.0,AZN,2015,5.5 L,124200,Bakı,https://turbo.az/autos/10586231-mercedes-g-63-amg
Mercedes,G 63 AMG,125800.0,AZN,2015,5.5 L,93000,Bakı,https://turbo.az/autos/10598845-mercedes-g-63-amg
Kia,Stinger,29500.0,AZN,2017,2.0 L,138000,Bakı,https://turbo.az/autos/10484145-kia-stinger
Mazda,CX-90,118900.0,AZN,2026,3.3 L,0,Sifarişlə,https://turbo.az/autos/10600906-mazda-cx-90
Hyundai,Accent,26500.0,AZN,2021,1.6 L,101851,Bakı,https://turbo.az/autos/10635675-hyundai-accent
Isuzu,Re-Max,36000.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10609998-isuzu-re-max
Opel,Astra,11500.0,AZN,2006,1.4 L,259844,Balakən,https://turbo.az/autos/10635677-opel-astra
Land,Rover Discovery,39950.0,AZN,2005,2.5 L,35000,Bakı,https://turbo.az/autos/10245179-land-rover-discovery
Isuzu,Re-Max,36000.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10610004-isuzu-re-max
BMW,740,73950.0,AZN,2019,3.0 L,145000,Bakı,https://turbo.az/autos/10089888-bmw-740
Kia,Sorento,31500.0,AZN,2017,2.0 L,140000,Sifarişlə,https://turbo.az/autos/10587484-kia-sorento
Hyundai,Tucson,16300.0,AZN,2007,2.0 L,339000,Bakı,https://turbo.az/autos/10570353-hyundai-tucson
Kia,Ceed SW,20500.0,AZN,2015,1.6 L,223000,Bakı,https://turbo.az/autos/10558605-kia-ceed-sw
Kia,Morning,14200.0,AZN,2014,1.0 L,140000,Bakı,https://turbo.az/autos/10573287-kia-morning
Changan,Uni-Z,32800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9958473-changan-uni-z
GAC,GS3 Emzoom,29900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10293103-gac-gs3-emzoom
BENDA,Redstone 550 R2 DL,14500.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10402590-benda-redstone-550-r2-dl
Mercedes,G 63 AMG,125290.0,AZN,2015,5.5 L,124200,Bakı,https://turbo.az/autos/10586231-mercedes-g-63-amg
Kia,EV6,28500.0,AZN,2022,,220000,Bakı,https://turbo.az/autos/10380918-kia-ev6
Honda,Insight,21900.0,AZN,2018,1.5 L,212000,Bakı,https://turbo.az/autos/10518565-honda-insight
Lexus,NX 300,37900.0,AZN,2018,2.0 L,140000,Bakı,https://turbo.az/autos/10599914-lexus-nx-300
Mercedes,Vito 115 CDI,13000.0,AZN,2004,2.1 L,300000,Bakı,https://turbo.az/autos/10615885-mercedes-vito-115-cdi
Hyundai,Sonata,21900.0,AZN,2018,1.6 L,123000,Bakı,https://turbo.az/autos/10617141-hyundai-sonata
BMW,X6,35000.0,AZN,2012,3.0 L,123000,Bakı,https://turbo.az/autos/10620712-bmw-x6
Chrysler,Town & Country,18000.0,AZN,2008,3.3 L,95000,Bakı,https://turbo.az/autos/10620868-chrysler-town-country
Toyota,Land Cruiser,48500.0,AZN,2011,4.0 L,230000,Şirvan,https://turbo.az/autos/10629850-toyota-land-cruiser
LADA,(VAZ) 2115,6500.0,AZN,2007,1.6 L,228000,Bakı,https://turbo.az/autos/10607878-lada-vaz-2115
Hyundai,Grandeur,26900.0,AZN,2013,3.0 L,199500,Bakı,https://turbo.az/autos/10492084-hyundai-grandeur
Kia,Sorento,37900.0,AZN,2017,2.2 L,197000,Xırdalan,https://turbo.az/autos/10575009-kia-sorento
Mercedes,C 180,12200.0,AZN,1999,1.8 L,348263,Tovuz,https://turbo.az/autos/10635673-mercedes-c-180
Changan,CS 75 Plus,35200.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10622713-changan-cs-75-plus
Lexus,RX 300,10900.0,AZN,2001,3.0 L,292000,Bakı,https://turbo.az/autos/10632389-lexus-rx-300
Porsche,Panamera GTS,45500.0,AZN,2012,4.8 L,113000,Bakı,https://turbo.az/autos/10550973-porsche-panamera-gts
Lexus,GX 550,205700.0,AZN,2026,3.4 L,0,Bakı,https://turbo.az/autos/10587876-lexus-gx-550
Hyundai,Elantra,18500.0,AZN,2011,1.8 L,267000,Bakı,https://turbo.az/autos/10589345-hyundai-elantra
Hyundai,Elantra,22700.0,AZN,2018,2.0 L,178637,Bakı,https://turbo.az/autos/10627930-hyundai-elantra
Toyota,Land Cruiser Prado,24700.0,AZN,2006,2.7 L,275000,Bakı,https://turbo.az/autos/10597596-toyota-land-cruiser-prado
Toyota,Highlander,104000.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10451689-toyota-highlander
Mercedes,C 220,4300.0,AZN,1994,2.2 L,434768,Bakı,https://turbo.az/autos/10475592-mercedes-c-220
Mercedes,E 250,19900.0,AZN,2011,2.1 L,262000,Bakı,https://turbo.az/autos/10620405-mercedes-e-250
Lexus,LX 600,286450.0,AZN,2026,3.5 L,0,Bakı,https://turbo.az/autos/10294451-lexus-lx-600
Chevrolet,Cruze,13900.0,AZN,2014,1.4 L,295000,Bakı,https://turbo.az/autos/10562411-chevrolet-cruze
Mercedes,A 250 e,38800.0,AZN,2020,1.3 L,44000,Bakı,https://turbo.az/autos/10400084-mercedes-a-250-e
Mercedes,ML 320,9900.0,AZN,2002,3.2 L,303000,Bakı,https://turbo.az/autos/10600239-mercedes-ml-320
Mercedes,S 63 AMG,360400.0,AZN,2024,4.0 L,8800,Bakı,https://turbo.az/autos/10117182-mercedes-s-63-amg
Toyota,Land Cruiser Prado,39400.0,AZN,2012,2.7 L,148500,Bakı,https://turbo.az/autos/10635669-toyota-land-cruiser-prado
Toyota,Prius,11600.0,AZN,2008,1.5 L,410000,Bakı,https://turbo.az/autos/10603385-toyota-prius
Kia,Morning,12900.0,AZN,2014,1.0 L,193700,Bakı,https://turbo.az/autos/10600263-kia-morning
Changan,Star,4050.0,AZN,2008,1.0 L,423652,Bakı,https://turbo.az/autos/10562291-changan-star
Ford,Transit,22000.0,AZN,2002,2.4 L,350000,Bakı,https://turbo.az/autos/10627032-ford-transit
Mazda,3,49200.0,AZN,2026,2.0 L,0,Sifarişlə,https://turbo.az/autos/9023661-mazda-3
Li,Auto L9,110200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10023554-li-auto-l9
Mercedes,C 300,74800.0,AZN,2023,2.0 L,6956,Bakı,https://turbo.az/autos/10550559-mercedes-c-300
BYD,Leopard 7,76000.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10630831-byd-leopard-7
Chevrolet,Nexia,14500.0,AZN,2023,1.5 L,236000,Bakı,https://turbo.az/autos/10311832-chevrolet-nexia
Porsche,Panamera 4 E-Hybrid,246500.0,AZN,2024,2.9 L,750,Bakı,https://turbo.az/autos/10520002-porsche-panamera-4-e-hybrid
Mercedes,E 300 de,90000.0,AZN,2023,2.0 L,63000,Sumqayıt,https://turbo.az/autos/10551328-mercedes-e-300-de
Ford,Focus,11500.0,AZN,2013,1.6 L,227421,Sumqayıt,https://turbo.az/autos/10552518-ford-focus
Hyundai,Elantra,29000.0,AZN,2021,2.0 L,51000,Bakı,https://turbo.az/autos/10569583-hyundai-elantra
Kia,Sorento,34800.0,AZN,2016,2.2 L,172000,Bakı,https://turbo.az/autos/10619620-kia-sorento
Cadillac,Escalade,207400.0,AZN,2023,3.0 L,49000,Bakı,https://turbo.az/autos/10627128-cadillac-escalade
Hyundai,Accent,12400.0,AZN,2008,1.4 L,180000,Bakı,https://turbo.az/autos/10629356-hyundai-accent
Land,Rover Defender,117000.0,AZN,2020,2.0 L,122000,Bakı,https://turbo.az/autos/10635670-land-rover-defender
Nissan,Note,13900.0,AZN,2013,1.2 L,107000,Bakı,https://turbo.az/autos/10615394-nissan-note
Kia,Morning,14500.0,AZN,2016,1.0 L,146000,Bakı,https://turbo.az/autos/10625093-kia-morning
Porsche,Cayenne Turbo S,45390.0,AZN,2013,4.8 L,80500,Bakı,https://turbo.az/autos/10434520-porsche-cayenne-turbo-s
Toyota,Camry,39800.0,AZN,2021,2.5 L,138000,Bakı,https://turbo.az/autos/10612136-toyota-camry
Mercedes,E 240,13900.0,AZN,2003,2.6 L,398000,Bakı,https://turbo.az/autos/10608876-mercedes-e-240
Lynk,& Co 09,84900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/8947743-lynk-co-09
Chevrolet,Cruze,12900.0,AZN,2013,1.4 L,295000,Bakı,https://turbo.az/autos/10574553-chevrolet-cruze
Lexus,RX 350h,153000.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10559976-lexus-rx-350h
BMW,750e,306000.0,AZN,2024,3.0 L,9000,Bakı,https://turbo.az/autos/10528826-bmw-750e
Lexus,LX 600,306000.0,AZN,2026,3.5 L,0,Bakı,https://turbo.az/autos/10450133-lexus-lx-600
Toyota,RAV4,90700.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10374973-toyota-rav4
GMC,Hummer EV,246500.0,AZN,2024,,2300,Bakı,https://turbo.az/autos/10365803-gmc-hummer-ev
Lexus,ES 250,76500.0,AZN,2022,2.5 L,21000,Bakı,https://turbo.az/autos/10230713-lexus-es-250
Land,Rover Discovery,56666.0,AZN,2019,3.0 L,141000,Bakı,https://turbo.az/autos/10059611-land-rover-discovery
BMW,X7,132600.0,AZN,2020,4.4 L,74000,Bakı,https://turbo.az/autos/10056002-bmw-x7
Lynk,& Co 900,104900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9759474-lynk-co-900
Bentley,Continental GT,88888.0,AZN,2013,4.0 L,71000,Bakı,https://turbo.az/autos/10023381-bentley-continental-gt
Mercedes,V 250,139400.0,AZN,2020,2.0 L,7400,Bakı,https://turbo.az/autos/9531037-mercedes-v-250
Hyundai,Sonata,23900.0,AZN,2016,2.0 L,116014,Sumqayıt,https://turbo.az/autos/10508878-hyundai-sonata
Hyundai,Elantra,16500.0,AZN,2014,1.8 L,261534,Bakı,https://turbo.az/autos/10582042-hyundai-elantra
BMW,M4,153000.0,AZN,2024,3.0 L,20000,Bakı,https://turbo.az/autos/10579684-bmw-m4
Hyundai,Santa Fe,44000.0,AZN,2018,2.0 L,170000,Bakı,https://turbo.az/autos/10635666-hyundai-santa-fe
Hyundai,Santa Fe,33700.0,AZN,2016,2.0 L,165000,Bakı,https://turbo.az/autos/10581016-hyundai-santa-fe
UAZ,Pickup,24500.0,AZN,2025,2.7 L,0,Bakı,https://turbo.az/autos/8093848-uaz-pickup
BMW,520,69999.0,AZN,2023,2.0 L,30000,Bakı,https://turbo.az/autos/10369815-bmw-520
DongFeng,Aeolus L8,49900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10431860-dongfeng-aeolus-l8
Volvo,XC90,67900.0,AZN,2023,2.0 L,30526,Bakı,https://turbo.az/autos/10497677-volvo-xc90
Harley-Davidson,Sportster SuperLow XL883L,11700.0,AZN,2011,,17011,Bakı,https://turbo.az/autos/10314508-harley-davidson-sportster-superlow-xl883l
Toyota,Camry,38800.0,AZN,2021,2.5 L,51000,Bakı,https://turbo.az/autos/10527031-toyota-camry
BMW,X5,124100.0,AZN,2022,3.0 L,49000,Bakı,https://turbo.az/autos/10539293-bmw-x5
Hyundai,Elantra,24850.0,AZN,2020,2.0 L,59546,Bakı,https://turbo.az/autos/10555524-hyundai-elantra
Hyundai,Grandeur,72000.0,AZN,2023,1.6 L,45000,Bakı,https://turbo.az/autos/10572164-hyundai-grandeur
GAZ,12 ZIM,38000.0,AZN,1953,3.5 L,111111,Bakı,https://turbo.az/autos/10593079-gaz-12-zim
BYD,Seal 05,23499.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10624535-byd-seal-05
Genesis,G70,49999.0,AZN,2022,2.0 L,40000,Bakı,https://turbo.az/autos/10624738-genesis-g70
BMW,760,24800.0,AZN,2011,6.0 L,264000,Bakı,https://turbo.az/autos/10500542-bmw-760
Changan,Uni-Z,35000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9642287-changan-uni-z
BMW,X5,171700.0,AZN,2023,3.0 L,35000,Bakı,https://turbo.az/autos/10545284-bmw-x5
Mercedes,E 220 d,41000.0,AZN,2017,2.1 L,129000,Bakı,https://turbo.az/autos/10475280-mercedes-e-220-d
Lexus,LX 600,289000.0,AZN,2026,3.5 L,0,Bakı,https://turbo.az/autos/10466529-lexus-lx-600
Mercedes,GLE 320 4MATIC,61200.0,AZN,2016,3.0 L,151000,Bakı,https://turbo.az/autos/10432694-mercedes-gle-320-4matic
BMW,X7,278698.0,AZN,2026,3.0 L,0,Bakı,https://turbo.az/autos/10421551-bmw-x7
Lexus,RX 350h,149600.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10307367-lexus-rx-350h
Lexus,LX 500d,263500.0,AZN,2026,3.3 L,0,Bakı,https://turbo.az/autos/10295822-lexus-lx-500d
Lexus,LX 600,293250.0,AZN,2026,3.5 L,0,Bakı,https://turbo.az/autos/10116908-lexus-lx-600
Bentley,Continental GT,399500.0,AZN,2022,4.0 L,4100,Bakı,https://turbo.az/autos/9232773-bentley-continental-gt
Mercedes,S 350,24500.0,AZN,2010,3.5 L,298000,Bakı,https://turbo.az/autos/10077403-mercedes-s-350
Jeep,Wrangler,36900.0,AZN,2015,3.6 L,99000,Bakı,https://turbo.az/autos/9109149-jeep-wrangler
Land,Rover Range Rover,66130.0,AZN,2016,3.0 L,126000,Bakı,https://turbo.az/autos/8609812-land-rover-range-rover
Suzuki,S-Cross,34800.0,AZN,2023,1.4 L,21885,Bakı,https://turbo.az/autos/10152878-suzuki-s-cross
BMW,320,12500.0,AZN,2010,2.0 L,322000,Bakı,https://turbo.az/autos/10528232-bmw-320
Kia,Cerato Koup,18800.0,AZN,2015,2.0 L,121000,Bakı,https://turbo.az/autos/10599377-kia-cerato-koup
Mercedes,E 320,15500.0,AZN,2000,3.2 L,280357,Bakı,https://turbo.az/autos/10635668-mercedes-e-320
Chevrolet,Cruze,15950.0,AZN,2016,1.4 L,260000,Bakı,https://turbo.az/autos/10622605-chevrolet-cruze
Hyundai,Santa Fe,16000.0,AZN,2008,2.7 L,201208,Bakı,https://turbo.az/autos/10635667-hyundai-santa-fe
Li,Auto L9,95000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10139337-li-auto-l9
Kia,Rio,10800.0,AZN,2011,1.4 L,304000,Bakı,https://turbo.az/autos/10635664-kia-rio
Kia,Sportage,31000.0,AZN,2016,2.0 L,185000,Bakı,https://turbo.az/autos/10457998-kia-sportage
LADA,(VAZ) 2107,5300.0,AZN,2003,1.6 L,234569,Bakı,https://turbo.az/autos/10635647-lada-vaz-2107
Land,Rover RR Velar,53900.0,AZN,2018,2.0 L,95000,Bakı,https://turbo.az/autos/10007791-land-rover-rr-velar
GAC,Aion I60,39900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10376195-gac-aion-i60
Kia,KX1,27500.0,AZN,2026,1.4 L,0,Bakı,https://turbo.az/autos/10606900-kia-kx1
Land,Rover Defender,130900.0,AZN,2022,2.0 L,72000,Bakı,https://turbo.az/autos/10631037-land-rover-defender
Land,Rover Defender,131750.0,AZN,2020,2.0 L,52000,Bakı,https://turbo.az/autos/10497295-land-rover-defender
