make,model,price_value,price_currency,year,engine,mileage_km,city,url
Toyota,RAV4,65000.0,AZN,2025,2.5 L,10000,Bakı,https://turbo.az/autos/10404005-toyota-rav4
LADA,(VAZ) 2107,3800.0,AZN,2002,1.6 L,77584,Bakı,https://turbo.az/autos/10541810-lada-vaz-2107
Land,Rover RR Sport,19400.0,AZN,2008,2.7 L,290000,Bakı,https://turbo.az/autos/10587476-land-rover-rr-sport
Mercedes,C 200,6600.0,AZN,1996,2.0 L,50000,Şirvan,https://turbo.az/autos/10603449-mercedes-c-200
Jeep,Wrangler,72800.0,AZN,2022,2.0 L,26500,Bakı,https://turbo.az/autos/10606093-jeep-wrangler
SEAT,Ibiza,5900.0,AZN,2012,1.4 L,370000,Bakı,https://turbo.az/autos/10616433-seat-ibiza
Chevrolet,Cruze,15800.0,AZN,2016,1.4 L,200200,Bakı,https://turbo.az/autos/10618933-chevrolet-cruze
Ford,Fusion (North America),19900.0,AZN,2020,1.5 L,97062,Bakı,https://turbo.az/autos/10606720-ford-fusion-north-america
Kia,Sorento,38800.0,AZN,2018,2.2 L,193000,Bakı,https://turbo.az/autos/10599674-kia-sorento
Mercedes,Vito 116 CDI,53500.0,AZN,2019,2.1 L,293000,Sumqayıt,https://turbo.az/autos/10568889-mercedes-vito-116-cdi
Kia,Sorento,30400.0,AZN,2013,2.4 L,148508,Sumqayıt,https://turbo.az/autos/10636084-kia-sorento
Chevrolet,Equinox,23700.0,AZN,2018,1.5 L,90214,Bakı,https://turbo.az/autos/10636057-chevrolet-equinox
Ford,Transit,19500.0,AZN,2003,2.4 L,600000,Bakı,https://turbo.az/autos/10567368-ford-transit
Mazda,2,11300.0,AZN,2013,1.5 L,287000,Sumqayıt,https://turbo.az/autos/10636081-mazda-2
BMW,740,43350.0,AZN,2015,3.0 L,122000,Bakı,https://turbo.az/autos/8175108-bmw-740
Skoda,Fabia,13900.0,AZN,2015,1.2 L,198800,Bakı,https://turbo.az/autos/10603836-skoda-fabia
Kia,Sorento,39900.0,AZN,2016,2.0 L,232000,Bakı,https://turbo.az/autos/10632683-kia-sorento
Kia,Sportage,54900.0,AZN,2026,1.6 L,0,Bakı,https://turbo.az/autos/10568372-kia-sportage
Land,Rover RR Sport,21000.0,AZN,2009,2.7 L,270000,Bakı,https://turbo.az/autos/10115661-land-rover-rr-sport
Nissan,X-Trail,15800.0,AZN,2008,2.5 L,260000,Bakı,https://turbo.az/autos/10636080-nissan-x-trail
Mercedes,G 55 AMG,83300.0,AZN,2011,5.5 L,108000,Bakı,https://turbo.az/autos/10399480-mercedes-g-55-amg
KamAz,65201,35000.0,AZN,2008,11 L,250000,Mingəçevir,https://turbo.az/autos/10481968-kamaz-65201
BMW,535,18500.0,AZN,2012,3.0 L,214236,Bakı,https://turbo.az/autos/10630782-bmw-535
Hyundai,Accent,8800.0,AZN,2005,1.5 L,333671,Bakı,https://turbo.az/autos/10605982-hyundai-accent
Toyota,Camry,43000.0,AZN,2023,2.5 L,112000,Bakı,https://turbo.az/autos/10618768-toyota-camry
Anyang,Kinland AK-G C2+2,13900.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10592163-anyang-kinland-ak-g-c2-2
Nissan,Note,16500.0,AZN,2018,1.2 L,71000,Sumqayıt,https://turbo.az/autos/10110779-nissan-note
GWM,(Great Wall Motor) Poer,42900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10360087-gwm-great-wall-motor-poer
LADA,(VAZ) 2107,4600.0,AZN,2005,1.6 L,150000,Bakı,https://turbo.az/autos/10630766-lada-vaz-2107
GWM,(Great Wall Motor) Poer,50900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10447554-gwm-great-wall-motor-poer
Li,Auto Mega,118830.0,AZN,2025,,0,Bakı,https://turbo.az/autos/9242599-li-auto-mega
ZEEKR,9X,183600.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10098663-zeekr-9x
Changan,Uni-Z,33800.0,AZN,2026,1.5 L,0,Sifarişlə,https://turbo.az/autos/10219841-changan-uni-z
BMW,535,22900.0,AZN,2012,3.0 L,271000,Bakı,https://turbo.az/autos/10614822-bmw-535
CFMOTO,CFORCE C4,12400.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10625359-cfmoto-cforce-c4
Toyota,Corolla,44500.0,AZN,2025,1.8 L,115,Bakı,https://turbo.az/autos/10048576-toyota-corolla
DAF,105 XF,76500.0,AZN,2011,12 L,1202207,Bakı,https://turbo.az/autos/10295272-daf-105-xf
Kia,Sportage,24500.0,AZN,2015,2.0 L,179000,Bakı,https://turbo.az/autos/10568696-kia-sportage
Ford,Fusion (North America),16900.0,AZN,2017,1.5 L,169000,Bakı,https://turbo.az/autos/10570542-ford-fusion-north-america
BMW,530,40900.0,AZN,2017,2.0 L,84000,Bakı,https://turbo.az/autos/10572627-bmw-530
Isuzu,NPR 66 L,20900.0,AZN,2006,4.3 L,971000,Bakı,https://turbo.az/autos/10588148-isuzu-npr-66-l
Dach,Apollo,19500.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10604274-dach-apollo
Chevrolet,Malibu,16500.0,AZN,2017,1.5 L,193296,Gəncə,https://turbo.az/autos/10634385-chevrolet-malibu
Toyota,Prius,12600.0,AZN,2007,1.5 L,564314,Sumqayıt,https://turbo.az/autos/10634515-toyota-prius
BMW,528,24000.0,AZN,2016,2.0 L,265000,Bakı,https://turbo.az/autos/10625409-bmw-528
Mercedes,Vito 111,24500.0,AZN,2007,2.1 L,286042,Bakı,https://turbo.az/autos/10560433-mercedes-vito-111
Li,Auto L7,93330.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9223310-li-auto-l7
Kia,Sportage,18500.0,AZN,2007,2.0 L,139000,Bakı,https://turbo.az/autos/10636075-kia-sportage
Hyundai,Palisade,52900.0,AZN,2020,2.2 L,164632,Bakı,https://turbo.az/autos/10605835-hyundai-palisade
Li,Auto L7,92500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10570425-li-auto-l7
Li,Auto L9,119500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10604783-li-auto-l9
BMW,520,115000.0,AZN,2024,2.0 L,26173,Bakı,https://turbo.az/autos/10550613-bmw-520
BMW,230,61000.0,AZN,2023,2.0 L,15000,Bakı,https://turbo.az/autos/10606060-bmw-230
Mercedes,C 300,74800.0,AZN,2023,2.0 L,6956,Bakı,https://turbo.az/autos/10550559-mercedes-c-300
Mercedes,CLE 53 AMG 4MATIC+,187000.0,AZN,2025,3.0 L,2500,Bakı,https://turbo.az/autos/10605084-mercedes-cle-53-amg-4matic
Volvo,XC90,67900.0,AZN,2023,2.0 L,30526,Bakı,https://turbo.az/autos/10497677-volvo-xc90
Li,Auto L6,84830.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10368455-li-auto-l6
Mercedes,E 220 d,56500.0,AZN,2017,2.0 L,175000,Bakı,https://turbo.az/autos/10311263-mercedes-e-220-d
Ford,Escape,20800.0,AZN,2017,1.5 L,114000,Bakı,https://turbo.az/autos/10474406-ford-escape
Li,Auto L6,85935.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10368452-li-auto-l6
Hyundai,Elantra,34800.0,AZN,2024,1.5 L,42000,Bakı,https://turbo.az/autos/10630927-hyundai-elantra
Jeep,Grand Cherokee,70000.0,AZN,2022,2.0 L,36600,Bakı,https://turbo.az/autos/10636072-jeep-grand-cherokee
Hyundai,Santa Fe,18900.0,AZN,2007,2.2 L,226000,Bakı,https://turbo.az/autos/10420292-hyundai-santa-fe
Changan,Qiyuan A07,32999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10608431-changan-qiyuan-a07
BMW,X5,14800.0,AZN,2006,4.4 L,388000,Sumqayıt,https://turbo.az/autos/10567639-bmw-x5
Kia,Rio,11300.0,AZN,2007,1.4 L,251000,Bakı,https://turbo.az/autos/10615532-kia-rio
LADA,(VAZ) Granta,8800.0,AZN,2021,1.6 L,88000,Bakı,https://turbo.az/autos/10636071-lada-vaz-granta
Changan,Uni-Z,35800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10254807-changan-uni-z
Changan,Uni-Z,33600.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10609250-changan-uni-z
Lynk,& Co 06,39900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625361-lynk-co-06
Land,Rover Defender,195330.0,AZN,2023,3.0 L,27000,Bakı,https://turbo.az/autos/10634162-land-rover-defender
Toyota,Aqua,17000.0,AZN,2018,1.5 L,185000,Bakı,https://turbo.az/autos/10271315-toyota-aqua
BMW,750,110500.0,AZN,2021,4.4 L,67000,Bakı,https://turbo.az/autos/10320815-bmw-750
Hyundai,Elantra,19800.0,AZN,2020,2.0 L,140000,Bakı,https://turbo.az/autos/10480698-hyundai-elantra
Chevrolet,Camaro,28500.0,AZN,2016,2.0 L,175000,Bakı,https://turbo.az/autos/10549947-chevrolet-camaro
BMW,M4,153000.0,AZN,2024,3.0 L,20000,Bakı,https://turbo.az/autos/10579684-bmw-m4
Hyundai,i30,14900.0,AZN,2009,1.6 L,272000,Bakı,https://turbo.az/autos/10589664-hyundai-i30
Mercedes,S 320,7500.0,AZN,2001,3.2 L,443668,Gəncə,https://turbo.az/autos/10621782-mercedes-s-320
Kia,Rio,11400.0,AZN,2009,1.4 L,280000,Bakı,https://turbo.az/autos/10631158-kia-rio
Mercedes,E 220 d,35900.0,AZN,2016,2.0 L,257000,Bakı,https://turbo.az/autos/10618301-mercedes-e-220-d
Hyundai,Santa Fe,30000.0,AZN,2014,2.0 L,265000,Gəncə,https://turbo.az/autos/10557440-hyundai-santa-fe
BMW,735,12500.0,AZN,2003,3.6 L,347000,Sumqayıt,https://turbo.az/autos/10057620-bmw-735
Kia,Forte,20700.0,AZN,2015,2.0 L,98000,Bakı,https://turbo.az/autos/10603537-kia-forte
Nissan,X-Trail,11400.0,AZN,2002,2.0 L,239000,Sumqayıt,https://turbo.az/autos/10214869-nissan-x-trail
Changan,Deepal S07,41500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10600776-changan-deepal-s07
Kia,Rio,18100.0,AZN,2017,1.6 L,77000,Bakı,https://turbo.az/autos/10636069-kia-rio
Hyundai,Santa Fe,19500.0,AZN,2007,2.2 L,266000,Bakı,https://turbo.az/autos/10468599-hyundai-santa-fe
Kia,Sorento,28900.0,AZN,2015,2.0 L,191000,Bakı,https://turbo.az/autos/10618531-kia-sorento
Hyundai,Avante,21900.0,AZN,2017,1.6 L,222400,Bakı,https://turbo.az/autos/10509375-hyundai-avante
Opel,Astra,8500.0,AZN,2008,1.3 L,310000,Bakı,https://turbo.az/autos/10636068-opel-astra
Kia,Ceed SW,12600.0,AZN,2008,1.6 L,261162,Bakı,https://turbo.az/autos/10614790-kia-ceed-sw
Chevrolet,Cruze,16000.0,AZN,2016,1.4 L,131500,Bakı,https://turbo.az/autos/10635676-chevrolet-cruze
GWM,(Great Wall Motor) Tank 500,88900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10536087-gwm-great-wall-motor-tank-500
GWM,(Great Wall Motor) Tank 300,59900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10536072-gwm-great-wall-motor-tank-300
Mercedes,E 320,15000.0,AZN,1999,3.2 L,264000,Şəki,https://turbo.az/autos/10563441-mercedes-e-320
Mercedes,ML 350 4MATIC,20000.0,AZN,2009,3.5 L,200000,Bakı,https://turbo.az/autos/10530114-mercedes-ml-350-4matic
GAC,S7,66900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9543914-gac-s7
Toyota,Corolla,20900.0,AZN,2015,1.6 L,192000,Bakı,https://turbo.az/autos/10577379-toyota-corolla
Kia,Sorento,33400.0,AZN,2016,2.0 L,182000,Bakı,https://turbo.az/autos/10594340-kia-sorento
Chevrolet,Cruze,14800.0,AZN,2016,1.4 L,232000,Bakı,https://turbo.az/autos/10636066-chevrolet-cruze
Mercedes,C 180,9200.0,AZN,1997,1.8 L,224000,Bakı,https://turbo.az/autos/10564055-mercedes-c-180
Opel,Astra,6800.0,AZN,1998,1.6 L,501782,Xudat,https://turbo.az/autos/10636074-opel-astra
Volkswagen,Polo,15900.0,AZN,2018,1.6 L,158290,Bakı,https://turbo.az/autos/10628634-volkswagen-polo
BYD,Seal 05,33800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9597841-byd-seal-05
Toyota,Land Cruiser,65777.0,AZN,2014,4.5 L,192200,Bakı,https://turbo.az/autos/9989249-toyota-land-cruiser
Toyota,Land Cruiser Prado,49900.0,AZN,2013,3.0 L,296796,Xırdalan,https://turbo.az/autos/10409329-toyota-land-cruiser-prado
Changan,Uni-Z,32800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10634050-changan-uni-z
Mercedes,G 400,63000.0,AZN,2005,4.0 L,154000,Bakı,https://turbo.az/autos/10440511-mercedes-g-400
BMW,X5,105060.0,AZN,2022,3.0 L,29000,Bakı,https://turbo.az/autos/10573006-bmw-x5
Kia,Sorento,48000.0,AZN,2023,1.6 L,162000,Bakı,https://turbo.az/autos/10589409-kia-sorento
Mercedes,E 220,22900.0,AZN,2013,2.1 L,238000,Bakı,https://turbo.az/autos/10602233-mercedes-e-220
LADA,(VAZ) 2115,7500.0,AZN,2011,1.5 L,244000,Sumqayıt,https://turbo.az/autos/10618769-lada-vaz-2115
Infiniti,QX80,74800.0,AZN,2015,5.6 L,99000,Bakı,https://turbo.az/autos/10629915-infiniti-qx80
Volkswagen,Passat,7700.0,AZN,2006,2.0 L,264069,Bakı,https://turbo.az/autos/10632831-volkswagen-passat
Mercedes,190,6200.0,AZN,1992,1.8 L,465000,Bakı,https://turbo.az/autos/10635762-mercedes-190
BMW,525,11800.0,AZN,1995,2.5 L,400000,Bakı,https://turbo.az/autos/10630610-bmw-525
Hyundai,Avante,20900.0,AZN,2014,1.6 L,187000,Bakı,https://turbo.az/autos/10568618-hyundai-avante
Hyundai,Sonata,18500.0,AZN,2015,2.0 L,196666,Bakı,https://turbo.az/autos/10448178-hyundai-sonata
Mercedes,EQS 580 4MATIC,144500.0,AZN,2024,,3000,Bakı,https://turbo.az/autos/10576841-mercedes-eqs-580-4matic
Kia,Rio,18700.0,AZN,2019,1.6 L,222170,Bakı,https://turbo.az/autos/10556173-kia-rio
Changan,Qiyuan A06,22900.0,AZN,2023,1.5 L,23129,Bakı,https://turbo.az/autos/10609295-changan-qiyuan-a06
BMW,745Le,115000.0,AZN,2019,3.0 L,39200,Bakı,https://turbo.az/autos/10385892-bmw-745le
Victory,Cross Country Tour,23900.0,AZN,2011,1.8 L,40100,Bakı,https://turbo.az/autos/10269770-victory-cross-country-tour
Mercedes,S 500 4MATIC,186150.0,AZN,2020,3.0 L,52000,Bakı,https://turbo.az/autos/10604747-mercedes-s-500-4matic
Hyundai,Accent,19300.0,AZN,2018,1.6 L,122354,Bakı,https://turbo.az/autos/10622188-hyundai-accent
Jeep,Wrangler,61500.0,AZN,2023,2.0 L,84000,Bakı,https://turbo.az/autos/10615276-jeep-wrangler
Hyundai,Tucson,28500.0,AZN,2017,2.0 L,82000,Bakı,https://turbo.az/autos/10597039-hyundai-tucson
BMW,M340,80000.0,AZN,2020,3.0 L,83000,Bakı,https://turbo.az/autos/10633431-bmw-m340
Infiniti,Q50,21500.0,AZN,2016,2.1 L,140000,Bakı,https://turbo.az/autos/10627172-infiniti-q50
Toyota,Prius,16600.0,AZN,2014,1.8 L,182300,Bakı,https://turbo.az/autos/10633079-toyota-prius
Iran,Khodro Samand,2900.0,AZN,2006,1.8 L,256000,Bakı,https://turbo.az/autos/10636061-iran-khodro-samand
Toyota,Prius,13900.0,AZN,2007,1.5 L,303951,Bakı,https://turbo.az/autos/10492452-toyota-prius
Toyota,Land Cruiser Prado,15800.0,AZN,1996,3.0 L,524000,Naxçıvan,https://turbo.az/autos/10632361-toyota-land-cruiser-prado
Tesla,Model 3,34500.0,AZN,2023,,37600,Bakı,https://turbo.az/autos/10636063-tesla-model-3
BMW,528,23000.0,AZN,2012,2.0 L,260000,Bakı,https://turbo.az/autos/10636062-bmw-528
BMW,528,25900.0,AZN,2015,2.0 L,226200,Bakı,https://turbo.az/autos/10624154-bmw-528
Ford,Transit,20500.0,AZN,2009,2.2 L,280000,Bakı,https://turbo.az/autos/10576585-ford-transit
Volkswagen,Passat,4300.0,AZN,1999,1.8 L,304000,Bakı,https://turbo.az/autos/10631821-volkswagen-passat
Toyota,Corolla,53200.0,AZN,2026,1.8 L,0,Gəncə,https://turbo.az/autos/10625749-toyota-corolla
Hyundai,Sonata,39000.0,AZN,2019,2.0 L,135000,Bakı,https://turbo.az/autos/9727789-hyundai-sonata
Land,Rover Range Rover,66000.0,AZN,2016,3.0 L,140300,Bakı,https://turbo.az/autos/10588075-land-rover-range-rover
Kia,Forte,22500.0,AZN,2020,2.0 L,145807,Bakı,https://turbo.az/autos/10595389-kia-forte
Land,Rover RR Sport,47999.0,AZN,2016,3.0 L,163000,Bakı,https://turbo.az/autos/10605369-land-rover-rr-sport
Land,Rover Range Rover,73100.0,AZN,2014,5.0 L,164000,Bakı,https://turbo.az/autos/9269719-land-rover-range-rover
Jeep,Wrangler,75000.0,AZN,2024,2.0 L,47000,Bakı,https://turbo.az/autos/10534333-jeep-wrangler
Mercedes,Vito,23900.0,AZN,2011,2.1 L,275000,Bakı,https://turbo.az/autos/10557291-mercedes-vito
Mercedes,GLE 350 4MATIC,92000.0,AZN,2021,2.0 L,63000,Bakı,https://turbo.az/autos/10570066-mercedes-gle-350-4matic
Hyundai,Venue,27666.0,AZN,2023,1.6 L,44600,Bakı,https://turbo.az/autos/10613879-hyundai-venue
Volkswagen,Passat,4300.0,AZN,1999,1.8 L,304000,Bakı,https://turbo.az/autos/10631821-volkswagen-passat
Kia,Optima,20900.0,AZN,2017,1.6 L,283518,Bakı,https://turbo.az/autos/10633670-kia-optima
Toyota,Prius,10800.0,AZN,2008,1.5 L,513000,Gəncə,https://turbo.az/autos/10635590-toyota-prius
Toyota,Corolla,53200.0,AZN,2026,1.8 L,0,Gəncə,https://turbo.az/autos/10625749-toyota-corolla
Hyundai,Elantra,17750.0,AZN,2015,1.8 L,181000,Bakı,https://turbo.az/autos/10636065-hyundai-elantra
Volvo,XC90,137023.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10365970-volvo-xc90
Hyundai,Sonata,15300.0,AZN,2009,2.0 L,330000,Sumqayıt,https://turbo.az/autos/10629767-hyundai-sonata
Changan,Qiyuan A06,31500.0,AZN,2023,1.5 L,35600,Bakı,https://turbo.az/autos/10628091-changan-qiyuan-a06
Changan,Qiyuan Q07,42500.0,AZN,2025,1.5 L,2000,Bakı,https://turbo.az/autos/10624790-changan-qiyuan-q07
Volvo,XC90,137023.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10365952-volvo-xc90
BMW,X7,275000.0,AZN,2026,3.0 L,0,Bakı,https://turbo.az/autos/10562792-bmw-x7
BYD,Seal 06,34600.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10280335-byd-seal-06
GAZ,GAZel (33021),14900.0,AZN,2011,2.9 L,460000,Ağsu,https://turbo.az/autos/10634707-gaz-gazel-33021
Toyota,Camry,57900.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10059102-toyota-camry
SEAT,Ibiza,6500.0,AZN,2011,1.6 L,285000,Bakı,https://turbo.az/autos/10595954-seat-ibiza
Toyota,Land Cruiser Prado,104550.0,AZN,2026,2.7 L,0,Lənkəran,https://turbo.az/autos/9923331-toyota-land-cruiser-prado
Opel,Vectra,3000.0,AZN,1995,1.6 L,390000,Zaqatala,https://turbo.az/autos/10636056-opel-vectra
Changan,Qiyuan Q07,46900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10613487-changan-qiyuan-q07
DAF,105 XF,55000.0,AZN,2015,11 L,1020000,Bakı,https://turbo.az/autos/9891879-daf-105-xf
Dodge,Journey,15900.0,AZN,2012,3.6 L,144928,Bakı,https://turbo.az/autos/10631185-dodge-journey
BYD,Sea Lion 06,51600.0,AZN,2025,,0,Bakı,https://turbo.az/autos/10145112-byd-sea-lion-06
BMW,318,10500.0,AZN,1999,1.9 L,408000,Bakı,https://turbo.az/autos/10625949-bmw-318
Kia,Sorento,28500.0,AZN,2014,2.0 L,290000,Bakı,https://turbo.az/autos/10633468-kia-sorento
BYD,Sea Lion 06,46200.0,AZN,2025,,0,Bakı,https://turbo.az/autos/10131610-byd-sea-lion-06
Kia,Sorento,32400.0,AZN,2015,2.0 L,206000,Bakı,https://turbo.az/autos/10636055-kia-sorento
Nissan,Juke,16800.0,AZN,2014,1.6 L,141000,Bakı,https://turbo.az/autos/10551628-nissan-juke
Hyundai,Santa Fe,18900.0,AZN,2008,2.0 L,121900,Bakı,https://turbo.az/autos/10631040-hyundai-santa-fe
JAC,T8,43500.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/6094351-jac-t8
Hyundai,Venue,34900.0,AZN,2026,1.6 L,0,Bakı,https://turbo.az/autos/9565778-hyundai-venue
Toyota,Crown Kluger,75000.0,AZN,2023,2.5 L,75022,Bakı,https://turbo.az/autos/10494149-toyota-crown-kluger
Hyundai,Elantra,21800.0,AZN,2017,2.0 L,93000,Bakı,https://turbo.az/autos/10527027-hyundai-elantra
BYD,Destroyer 05,25000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10055188-byd-destroyer-05
LADA,(VAZ) Niva Travel,17800.0,AZN,2022,1.7 L,47000,Bakı,https://turbo.az/autos/10600557-lada-vaz-niva-travel
Hyundai,Elantra,17300.0,AZN,2014,1.8 L,186515,Bakı,https://turbo.az/autos/10601203-hyundai-elantra
Mercedes,Sprinter 316,39666.0,AZN,2016,2.2 L,500000,Bakı,https://turbo.az/autos/10606454-mercedes-sprinter-316
Mercedes,E 220,33500.0,AZN,2015,2.1 L,155000,Bakı,https://turbo.az/autos/10607424-mercedes-e-220
Toyota,Highlander,66300.0,AZN,2022,2.5 L,120000,Bakı,https://turbo.az/autos/10621457-toyota-highlander
Infiniti,Q50,21500.0,AZN,2016,2.1 L,140000,Bakı,https://turbo.az/autos/10627172-infiniti-q50
Kia,Sorento,32900.0,AZN,2016,2.0 L,159000,Bakı,https://turbo.az/autos/10627671-kia-sorento
Opel,Antara,11900.0,AZN,2007,2.0 L,344477,Bakı,https://turbo.az/autos/10610425-opel-antara
Chevrolet,Captiva,26500.0,AZN,2021,1.5 L,53300,Bakı,https://turbo.az/autos/10549287-chevrolet-captiva
Kia,Sorento,27200.0,AZN,2013,2.0 L,228700,Bakı,https://turbo.az/autos/10598908-kia-sorento
Ford,Fusion (North America),21700.0,AZN,2016,2.0 L,283000,Bakı,https://turbo.az/autos/10628112-ford-fusion-north-america
Tofas,Sahin,5300.0,AZN,2004,1.6 L,120000,Şəki,https://turbo.az/autos/10616422-tofas-sahin
Chevrolet,Malibu,17900.0,AZN,2018,1.5 L,134218,Bakı,https://turbo.az/autos/10634124-chevrolet-malibu
Toyota,Corolla,35500.0,AZN,2025,1.8 L,0,Bakı,https://turbo.az/autos/10507689-toyota-corolla
Toyota,Land Cruiser,61000.0,AZN,2013,4.0 L,182000,Bakı,https://turbo.az/autos/10578483-toyota-land-cruiser
LADA,(VAZ) 2107,3900.0,AZN,2004,1.6 L,24868,Gəncə,https://turbo.az/autos/10631176-lada-vaz-2107
Honda,Today AF61,1200.0,AZN,2003,,9000,Xaçmaz,https://turbo.az/autos/10636054-honda-today-af61
Hyundai,Santa Fe,59000.0,AZN,2025,1.6 L,18000,Bakı,https://turbo.az/autos/10564469-hyundai-santa-fe
Haval,Raptor,52900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10494488-haval-raptor
Changan,Qiyuan Q07,47500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625842-changan-qiyuan-q07
BYD,Destroyer 05,25500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9536201-byd-destroyer-05
Changan,Qiyuan Q07,42700.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10123790-changan-qiyuan-q07
BMW,530,15000.0,AZN,2000,3.0 L,207500,Bakı,https://turbo.az/autos/10625074-bmw-530
Chevrolet,Cruze,13300.0,AZN,2014,1.4 L,236000,Gəncə,https://turbo.az/autos/10623256-chevrolet-cruze
Kia,Sorento,19500.0,AZN,2011,2.4 L,247532,Bakı,https://turbo.az/autos/10636053-kia-sorento
Honda,Accord,30900.0,AZN,2019,2.0 L,138000,Bakı,https://turbo.az/autos/10621128-honda-accord
Nissan,Note,16000.0,AZN,2015,1.2 L,48574,Xırdalan,https://turbo.az/autos/10629614-nissan-note
Mercedes,Sprinter 316,37900.0,AZN,2011,2.2 L,236740,Bakı,https://turbo.az/autos/10624510-mercedes-sprinter-316
Ford,Fusion (North America),11500.0,AZN,2017,1.5 L,159000,Ağdaş,https://turbo.az/autos/10636050-ford-fusion-north-america
Hyundai,Elantra,20900.0,AZN,2020,2.0 L,196340,Sumqayıt,https://turbo.az/autos/10588789-hyundai-elantra
Changan,Oshan X5 Plus,25300.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10625734-changan-oshan-x5-plus
Toyota,Land Cruiser,65777.0,AZN,2014,4.5 L,192200,Bakı,https://turbo.az/autos/9989249-toyota-land-cruiser
Baic,BJ30,46900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10167800-baic-bj30
Avatr,07,72900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10527552-avatr-07
Nissan,Patrol,130050.0,AZN,2023,4.0 L,57000,Bakı,https://turbo.az/autos/10588166-nissan-patrol
Toyota,Camry,47500.0,AZN,2022,2.5 L,76000,Bakı,https://turbo.az/autos/9800298-toyota-camry
Land,Rover Range Rover,22700.0,AZN,2005,4.2 L,245000,Yevlax,https://turbo.az/autos/10024538-land-rover-range-rover
Jeep,Grand Cherokee,38930.0,AZN,2013,3.6 L,250000,Bakı,https://turbo.az/autos/10522767-jeep-grand-cherokee
Kia,Forte,27500.0,AZN,2021,2.0 L,75000,Bakı,https://turbo.az/autos/10571635-kia-forte
Hyundai,Elantra,23800.0,AZN,2014,1.8 L,127000,Şəki,https://turbo.az/autos/10603984-hyundai-elantra
Hyundai,Elantra,17800.0,AZN,2015,1.8 L,127000,Bakı,https://turbo.az/autos/10605866-hyundai-elantra
Land,Rover Range Rover,76500.0,AZN,2019,3.0 L,181856,Bakı,https://turbo.az/autos/10627443-land-rover-range-rover
BYD,Destroyer 05,24300.0,AZN,2025,1.5 L,55000,Bakı,https://turbo.az/autos/10634012-byd-destroyer-05
Lynk,& Co 900,100000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9845161-lynk-co-900
Chevrolet,Orlando,17500.0,AZN,2012,1.8 L,186000,Sumqayıt,https://turbo.az/autos/10599179-chevrolet-orlando
Audi,A5,21000.0,AZN,2013,2.0 L,190000,Bakı,https://turbo.az/autos/10636043-audi-a5
Honda,Accord,38500.0,AZN,2023,2.0 L,68000,Bakı,https://turbo.az/autos/10636051-honda-accord
LADA,(VAZ) 21099,2900.0,AZN,1999,1.5 L,453280,Sumqayıt,https://turbo.az/autos/10636049-lada-vaz-21099
FAW,J6P dumper 8x4,90000.0,AZN,2024,11 L,0,Bakı,https://turbo.az/autos/7374552-faw-j6p-dumper-8x4
Renault,Megane,6700.0,AZN,2006,1.5 L,428000,Bakı,https://turbo.az/autos/10635997-renault-megane
